State,year,week,ILITOTAL
Colorado,2013,16,116
Georgia,2013,16,270
Illinois,2013,16,724
New York,2013,16,183
Pennsylvania,2013,16,154
Texas,2013,16,847
Washington,2013,16,25
Arizona,2013,17,168
California,2013,17,600
Colorado,2013,17,122
Georgia,2013,17,175
Illinois,2013,17,705
New York,2013,17,146
Pennsylvania,2013,17,135
Texas,2013,17,745
Washington,2013,17,26
Arizona,2013,18,186
California,2013,18,561
Colorado,2013,18,130
Georgia,2013,18,152
Illinois,2013,18,678
New York,2013,18,115
Pennsylvania,2013,18,126
Texas,2013,18,670
Washington,2013,18,31
Arizona,2013,19,126
California,2013,19,528
Colorado,2013,19,126
Georgia,2013,19,200
Illinois,2013,19,664
New York,2013,19,100
Pennsylvania,2013,19,111
Texas,2013,19,702
Washington,2013,19,17
Arizona,2013,20,109
California,2013,20,545
Colorado,2013,20,103
Georgia,2013,20,158
Illinois,2013,20,647
New York,2013,20,84
Pennsylvania,2013,20,87
Texas,2013,20,680
Washington,2013,20,17
Arizona,2013,21,93
California,2013,21,495
Colorado,2013,21,104
Georgia,2013,21,154
Illinois,2013,21,526
New York,2013,21,62
Pennsylvania,2013,21,91
Texas,2013,21,598
Washington,2013,21,13
Arizona,2013,22,87
California,2013,22,390
Colorado,2013,22,78
Georgia,2013,22,139
Illinois,2013,22,531
New York,2013,22,88
Pennsylvania,2013,22,86
Texas,2013,22,585
Washington,2013,22,18
Arizona,2013,23,95
California,2013,23,454
Colorado,2013,23,76
Georgia,2013,23,98
Illinois,2013,23,585
New York,2013,23,76
Pennsylvania,2013,23,78
Texas,2013,23,545
Washington,2013,23,21
Arizona,2013,24,97
California,2013,24,433
Colorado,2013,24,98
Georgia,2013,24,91
Illinois,2013,24,499
New York,2013,24,68
Pennsylvania,2013,24,70
Texas,2013,24,510
Washington,2013,24,21
Arizona,2013,25,76
California,2013,25,407
Colorado,2013,25,67
Georgia,2013,25,84
Illinois,2013,25,473
New York,2013,25,46
Pennsylvania,2013,25,57
Texas,2013,25,644
Washington,2013,25,19
Arizona,2013,26,74
California,2013,26,355
Colorado,2013,26,84
Georgia,2013,26,70
Illinois,2013,26,428
New York,2013,26,53
Pennsylvania,2013,26,53
Texas,2013,26,569
Washington,2013,26,10
Arizona,2013,27,58
California,2013,27,288
Colorado,2013,27,57
Georgia,2013,27,82
Illinois,2013,27,370
New York,2013,27,45
Pennsylvania,2013,27,42
Texas,2013,27,508
Washington,2013,27,10
Arizona,2013,28,56
California,2013,28,334
Colorado,2013,28,80
Georgia,2013,28,59
Illinois,2013,28,418
New York,2013,28,48
Pennsylvania,2013,28,61
Texas,2013,28,547
Washington,2013,28,12
Arizona,2013,29,61
California,2013,29,325
Colorado,2013,29,72
Georgia,2013,29,57
Illinois,2013,29,344
New York,2013,29,40
Pennsylvania,2013,29,41
Texas,2013,29,522
Washington,2013,29,16
Arizona,2013,30,73
California,2013,30,324
Colorado,2013,30,95
Georgia,2013,30,81
Illinois,2013,30,366
New York,2013,30,56
Pennsylvania,2013,30,40
Texas,2013,30,469
Washington,2013,30,11
Arizona,2013,31,77
California,2013,31,299
Colorado,2013,31,77
Georgia,2013,31,67
Illinois,2013,31,332
New York,2013,31,30
Pennsylvania,2013,31,48
Texas,2013,31,518
Washington,2013,31,5
Arizona,2013,32,101
California,2013,32,299
Colorado,2013,32,91
Georgia,2013,32,81
Illinois,2013,32,321
New York,2013,32,40
Pennsylvania,2013,32,51
Texas,2013,32,425
Washington,2013,32,7
Arizona,2013,33,109
California,2013,33,285
Colorado,2013,33,93
Georgia,2013,33,97
Illinois,2013,33,385
New York,2013,33,27
Pennsylvania,2013,33,53
Texas,2013,33,491
Washington,2013,33,8
Arizona,2013,34,66
California,2013,34,294
Colorado,2013,34,98
Georgia,2013,34,143
Illinois,2013,34,363
New York,2013,34,34
Pennsylvania,2013,34,41
Texas,2013,34,542
Washington,2013,34,11
Arizona,2013,35,113
California,2013,35,389
Colorado,2013,35,0
Georgia,2013,35,147
Illinois,2013,35,383
New York,2013,35,33
Pennsylvania,2013,35,44
Texas,2013,35,741
Washington,2013,35,9
Arizona,2013,36,80
California,2013,36,354
Colorado,2013,36,128
Georgia,2013,36,187
Illinois,2013,36,439
New York,2013,36,26
Pennsylvania,2013,36,51
Texas,2013,36,908
Washington,2013,36,6
Arizona,2013,37,81
California,2013,37,440
Colorado,2013,37,124
Georgia,2013,37,217
Illinois,2013,37,560
New York,2013,37,30
Pennsylvania,2013,37,89
Texas,2013,37,1129
Washington,2013,37,11
Arizona,2013,38,77
California,2013,38,451
Colorado,2013,38,125
Georgia,2013,38,239
Illinois,2013,38,578
New York,2013,38,29
Pennsylvania,2013,38,86
Texas,2013,38,1181
Washington,2013,38,11
Arizona,2013,39,82
California,2013,39,530
Colorado,2013,39,123
Georgia,2013,39,242
Illinois,2013,39,562
New York,2013,39,24
Pennsylvania,2013,39,78
Texas,2013,39,1256
Washington,2013,39,18
Arizona,2013,40,230
California,2013,40,633
Colorado,2013,40,142
Georgia,2013,40,380
Illinois,2013,40,859
New York,2013,40,88
Pennsylvania,2013,40,137
Texas,2013,40,954
Washington,2013,40,40
Arizona,2013,41,291
California,2013,41,744
Colorado,2013,41,135
Georgia,2013,41,333
Illinois,2013,41,932
New York,2013,41,81
Pennsylvania,2013,41,142
Texas,2013,41,1078
Washington,2013,41,35
Arizona,2013,42,302
California,2013,42,687
Colorado,2013,42,110
Georgia,2013,42,355
Illinois,2013,42,937
New York,2013,42,85
Pennsylvania,2013,42,120
Texas,2013,42,1087
Washington,2013,42,33
Arizona,2013,43,249
California,2013,43,744
Colorado,2013,43,171
Georgia,2013,43,418
Illinois,2013,43,1036
New York,2013,43,118
Pennsylvania,2013,43,147
Texas,2013,43,1102
Washington,2013,43,43
Arizona,2013,44,303
California,2013,44,828
Colorado,2013,44,117
Georgia,2013,44,512
Illinois,2013,44,1072
New York,2013,44,112
Pennsylvania,2013,44,143
Texas,2013,44,1118
Washington,2013,44,40
Arizona,2013,45,327
California,2013,45,977
Colorado,2013,45,154
Georgia,2013,45,557
Illinois,2013,45,1069
New York,2013,45,138
Pennsylvania,2013,45,139
Texas,2013,45,1202
Washington,2013,45,28
Arizona,2013,46,293
California,2013,46,888
Colorado,2013,46,132
Georgia,2013,46,580
Illinois,2013,46,1060
New York,2013,46,130
Pennsylvania,2013,46,141
Texas,2013,46,1649
Washington,2013,46,29
Arizona,2013,47,377
California,2013,47,868
Colorado,2013,47,169
Georgia,2013,47,742
Illinois,2013,47,1095
New York,2013,47,142
Pennsylvania,2013,47,118
Texas,2013,47,1975
Washington,2013,47,23
Arizona,2013,48,284
California,2013,48,702
Colorado,2013,48,127
Georgia,2013,48,691
Illinois,2013,48,1012
New York,2013,48,118
Pennsylvania,2013,48,85
Texas,2013,48,1576
Washington,2013,48,34
Arizona,2013,49,378
California,2013,49,970
Colorado,2013,49,276
Georgia,2013,49,913
Illinois,2013,49,1371
New York,2013,49,173
Pennsylvania,2013,49,164
Texas,2013,49,2492
Washington,2013,49,41
Arizona,2013,50,366
California,2013,50,1080
Colorado,2013,50,316
Georgia,2013,50,868
Illinois,2013,50,1337
New York,2013,50,174
Pennsylvania,2013,50,157
Texas,2013,50,2797
Washington,2013,50,47
Arizona,2013,51,496
California,2013,51,1137
Colorado,2013,51,443
Georgia,2013,51,1218
Illinois,2013,51,1627
New York,2013,51,193
Pennsylvania,2013,51,177
Texas,2013,51,4616
Washington,2013,51,48
Arizona,2013,52,381
California,2013,52,1107
Colorado,2013,52,468
Georgia,2013,52,1165
Illinois,2013,52,1920
New York,2013,52,259
Pennsylvania,2013,52,231
Texas,2013,52,3594
Washington,2013,52,51
Arizona,2014,1,470
California,2014,1,1397
Colorado,2014,1,512
Georgia,2014,1,961
Illinois,2014,1,1995
New York,2014,1,258
Pennsylvania,2014,1,222
Texas,2014,1,3415
Washington,2014,1,71
Arizona,2014,2,575
California,2014,2,1866
Colorado,2014,2,571
Georgia,2014,2,735
Illinois,2014,2,1716
New York,2014,2,278
Pennsylvania,2014,2,243
Texas,2014,2,3160
Washington,2014,2,127
Arizona,2014,3,844
California,2014,3,1903
Colorado,2014,3,488
Georgia,2014,3,637
Illinois,2014,3,1712
New York,2014,3,450
Pennsylvania,2014,3,335
Texas,2014,3,2495
Washington,2014,3,117
Arizona,2014,4,874
California,2014,4,2005
Colorado,2014,4,424
Georgia,2014,4,472
Illinois,2014,4,1538
New York,2014,4,459
Pennsylvania,2014,4,366
Texas,2014,4,2046
Washington,2014,4,117
Arizona,2014,5,906
California,2014,5,1813
Colorado,2014,5,377
Georgia,2014,5,457
Illinois,2014,5,1240
New York,2014,5,574
Pennsylvania,2014,5,352
Texas,2014,5,1920
Washington,2014,5,82
Arizona,2014,6,740
California,2014,6,1628
Colorado,2014,6,357
Georgia,2014,6,343
Illinois,2014,6,1120
New York,2014,6,586
Pennsylvania,2014,6,291
Texas,2014,6,1774
Washington,2014,6,78
Arizona,2014,7,705
California,2014,7,1357
Colorado,2014,7,292
Georgia,2014,7,205
Illinois,2014,7,1146
New York,2014,7,449
Pennsylvania,2014,7,260
Texas,2014,7,1659
Washington,2014,7,69
Arizona,2014,8,578
California,2014,8,1176
Colorado,2014,8,236
Georgia,2014,8,188
Illinois,2014,8,1182
New York,2014,8,304
Pennsylvania,2014,8,268
Texas,2014,8,1713
Washington,2014,8,67
Arizona,2014,9,581
California,2014,9,1165
Colorado,2014,9,263
Georgia,2014,9,234
Illinois,2014,9,1186
New York,2014,9,271
Pennsylvania,2014,9,247
Texas,2014,9,1677
Washington,2014,9,28
Arizona,2014,10,446
California,2014,10,1034
Colorado,2014,10,223
Georgia,2014,10,168
Illinois,2014,10,1033
New York,2014,10,296
Pennsylvania,2014,10,192
Texas,2014,10,1555
Washington,2014,10,35
Arizona,2014,11,352
California,2014,11,882
Colorado,2014,11,215
Georgia,2014,11,160
Illinois,2014,11,1101
New York,2014,11,277
Pennsylvania,2014,11,192
Texas,2014,11,1323
Washington,2014,11,29
Arizona,2014,12,356
California,2014,12,892
Colorado,2014,12,163
Georgia,2014,12,153
Illinois,2014,12,975
New York,2014,12,338
Pennsylvania,2014,12,195
Texas,2014,12,1386
Washington,2014,12,28
Arizona,2014,13,317
California,2014,13,685
Colorado,2014,13,140
Georgia,2014,13,182
Illinois,2014,13,1126
New York,2014,13,471
Pennsylvania,2014,13,192
Texas,2014,13,1338
Washington,2014,13,28
Arizona,2014,14,259
California,2014,14,672
Colorado,2014,14,144
Georgia,2014,14,167
Illinois,2014,14,1158
New York,2014,14,460
Pennsylvania,2014,14,254
Texas,2014,14,1277
Washington,2014,14,27
Arizona,2014,15,293
California,2014,15,655
Colorado,2014,15,160
Georgia,2014,15,99
Illinois,2014,15,1181
New York,2014,15,501
Pennsylvania,2014,15,216
Texas,2014,15,1343
Washington,2014,15,22
Arizona,2014,16,325
California,2014,16,611
Colorado,2014,16,144
Georgia,2014,16,106
Illinois,2014,16,1006
New York,2014,16,321
Pennsylvania,2014,16,157
Texas,2014,16,1204
Washington,2014,16,29
Arizona,2014,17,273
California,2014,17,602
Colorado,2014,17,129
Georgia,2014,17,143
Illinois,2014,17,1093
New York,2014,17,232
Pennsylvania,2014,17,134
Texas,2014,17,1128
Washington,2014,17,29
Arizona,2014,18,292
California,2014,18,562
Colorado,2014,18,146
Georgia,2014,18,105
Illinois,2014,18,956
New York,2014,18,253
Pennsylvania,2014,18,118
Texas,2014,18,963
Washington,2014,18,17
Arizona,2014,19,311
California,2014,19,551
Colorado,2014,19,3
Georgia,2014,19,95
Illinois,2014,19,1055
New York,2014,19,216
Pennsylvania,2014,19,142
Texas,2014,19,982
Washington,2014,19,25
Arizona,2014,20,286
California,2014,20,569
Colorado,2014,20,8
Georgia,2014,20,88
Illinois,2014,20,808
New York,2014,20,201
Pennsylvania,2014,20,123
Texas,2014,20,978
Washington,2014,20,15
Arizona,2014,21,263
California,2014,21,563
Colorado,2014,21,5
Georgia,2014,21,60
Illinois,2014,21,794
New York,2014,21,148
Pennsylvania,2014,21,128
Texas,2014,21,1028
Washington,2014,21,21
Arizona,2014,22,226
California,2014,22,454
Colorado,2014,22,4
Georgia,2014,22,67
Illinois,2014,22,757
New York,2014,22,90
Pennsylvania,2014,22,112
Texas,2014,22,896
Washington,2014,22,11
Arizona,2014,23,166
California,2014,23,531
Colorado,2014,23,11
Georgia,2014,23,57
Illinois,2014,23,761
New York,2014,23,116
Pennsylvania,2014,23,125
Texas,2014,23,879
Washington,2014,23,14
Arizona,2014,24,146
California,2014,24,508
Colorado,2014,24,13
Georgia,2014,24,36
Illinois,2014,24,678
New York,2014,24,144
Pennsylvania,2014,24,104
Texas,2014,24,784
Washington,2014,24,15
Arizona,2014,25,132
California,2014,25,458
Colorado,2014,25,17
Georgia,2014,25,1
Illinois,2014,25,660
New York,2014,25,126
Pennsylvania,2014,25,67
Texas,2014,25,678
Washington,2014,25,14
Arizona,2014,26,126
California,2014,26,473
Colorado,2014,26,20
Georgia,2014,26,1
Illinois,2014,26,461
New York,2014,26,96
Pennsylvania,2014,26,92
Texas,2014,26,657
Washington,2014,26,12
Arizona,2014,27,104
California,2014,27,405
Colorado,2014,27,18
Georgia,2014,27,11
Illinois,2014,27,347
New York,2014,27,90
Pennsylvania,2014,27,57
Texas,2014,27,544
Washington,2014,27,5
Arizona,2014,28,130
California,2014,28,402
Colorado,2014,28,9
Georgia,2014,28,13
Illinois,2014,28,392
New York,2014,28,69
Pennsylvania,2014,28,85
Texas,2014,28,634
Washington,2014,28,9
Arizona,2014,29,157
California,2014,29,382
Colorado,2014,29,12
Georgia,2014,29,19
Illinois,2014,29,351
New York,2014,29,84
Pennsylvania,2014,29,56
Texas,2014,29,564
Washington,2014,29,7
Arizona,2014,30,142
California,2014,30,325
Colorado,2014,30,7
Georgia,2014,30,13
Illinois,2014,30,343
New York,2014,30,69
Pennsylvania,2014,30,61
Texas,2014,30,496
Washington,2014,30,6
Arizona,2014,31,126
California,2014,31,339
Colorado,2014,31,10
Georgia,2014,31,22
Illinois,2014,31,331
New York,2014,31,83
Pennsylvania,2014,31,92
Texas,2014,31,532
Washington,2014,31,15
Arizona,2014,32,134
California,2014,32,267
Colorado,2014,32,12
Georgia,2014,32,24
Illinois,2014,32,338
New York,2014,32,60
Pennsylvania,2014,32,41
Texas,2014,32,452
Washington,2014,32,8
Arizona,2014,33,150
California,2014,33,242
Colorado,2014,33,16
Georgia,2014,33,34
Illinois,2014,33,351
New York,2014,33,58
Pennsylvania,2014,33,72
Texas,2014,33,469
Washington,2014,33,7
Arizona,2014,34,162
California,2014,34,291
Colorado,2014,34,18
Georgia,2014,34,39
Illinois,2014,34,410
New York,2014,34,50
Pennsylvania,2014,34,68
Texas,2014,34,536
Washington,2014,34,10
Arizona,2014,35,178
California,2014,35,357
Colorado,2014,35,26
Georgia,2014,35,30
Illinois,2014,35,362
New York,2014,35,66
Pennsylvania,2014,35,74
Texas,2014,35,551
Washington,2014,35,4
Arizona,2014,36,183
California,2014,36,348
Colorado,2014,36,12
Georgia,2014,36,34
Illinois,2014,36,559
New York,2014,36,36
Pennsylvania,2014,36,90
Texas,2014,36,583
Washington,2014,36,10
Arizona,2014,37,220
California,2014,37,481
Colorado,2014,37,19
Georgia,2014,37,61
Illinois,2014,37,984
New York,2014,37,91
Pennsylvania,2014,37,131
Texas,2014,37,792
Washington,2014,37,13
Arizona,2014,38,245
California,2014,38,487
Colorado,2014,38,15
Georgia,2014,38,39
Illinois,2014,38,966
New York,2014,38,126
Pennsylvania,2014,38,149
Texas,2014,38,784
Washington,2014,38,21
Arizona,2014,39,221
California,2014,39,453
Colorado,2014,39,13
Georgia,2014,39,47
Illinois,2014,39,801
New York,2014,39,108
Pennsylvania,2014,39,151
Texas,2014,39,828
Washington,2014,39,12
Arizona,2014,40,299
California,2014,40,831
Colorado,2014,40,19
Georgia,2014,40,95
Illinois,2014,40,853
New York,2014,40,124
Pennsylvania,2014,40,137
Texas,2014,40,623
Washington,2014,40,19
Arizona,2014,41,238
California,2014,41,936
Colorado,2014,41,15
Georgia,2014,41,101
Illinois,2014,41,831
New York,2014,41,110
Pennsylvania,2014,41,159
Texas,2014,41,672
Washington,2014,41,64
Arizona,2014,42,283
California,2014,42,886
Colorado,2014,42,18
Georgia,2014,42,155
Illinois,2014,42,929
New York,2014,42,138
Pennsylvania,2014,42,166
Texas,2014,42,761
Washington,2014,42,38
Arizona,2014,43,289
California,2014,43,873
Colorado,2014,43,17
Georgia,2014,43,195
Illinois,2014,43,899
New York,2014,43,160
Pennsylvania,2014,43,195
Texas,2014,43,860
Washington,2014,43,30
Arizona,2014,44,272
California,2014,44,844
Colorado,2014,44,20
Georgia,2014,44,182
Illinois,2014,44,979
New York,2014,44,178
Pennsylvania,2014,44,170
Texas,2014,44,861
Washington,2014,44,26
Arizona,2014,45,325
California,2014,45,1048
Colorado,2014,45,15
Georgia,2014,45,296
Illinois,2014,45,1109
New York,2014,45,210
Pennsylvania,2014,45,204
Texas,2014,45,885
Washington,2014,45,26
Arizona,2014,46,318
California,2014,46,858
Colorado,2014,46,15
Georgia,2014,46,402
Illinois,2014,46,1212
New York,2014,46,191
Pennsylvania,2014,46,217
Texas,2014,46,765
Washington,2014,46,34
Arizona,2014,47,325
California,2014,47,1176
Colorado,2014,47,6
Georgia,2014,47,740
Illinois,2014,47,1378
New York,2014,47,259
Pennsylvania,2014,47,223
Texas,2014,47,1556
Washington,2014,47,35
Arizona,2014,48,272
California,2014,48,840
Colorado,2014,48,10
Georgia,2014,48,590
Illinois,2014,48,1810
New York,2014,48,218
Pennsylvania,2014,48,246
Texas,2014,48,1390
Washington,2014,48,23
Arizona,2014,49,385
California,2014,49,1129
Colorado,2014,49,31
Georgia,2014,49,854
Illinois,2014,49,2687
New York,2014,49,259
Pennsylvania,2014,49,290
Texas,2014,49,2030
Washington,2014,49,47
Arizona,2014,50,425
California,2014,50,1151
Colorado,2014,50,46
Georgia,2014,50,1297
Illinois,2014,50,3463
New York,2014,50,267
Pennsylvania,2014,50,424
Texas,2014,50,2414
Washington,2014,50,58
Arizona,2014,51,446
California,2014,51,1171
Colorado,2014,51,63
Georgia,2014,51,1615
Illinois,2014,51,3569
New York,2014,51,398
Pennsylvania,2014,51,676
Texas,2014,51,2595
Washington,2014,51,80
Arizona,2014,52,313
California,2014,52,1048
Colorado,2014,52,105
Georgia,2014,52,1719
Illinois,2014,52,2308
New York,2014,52,592
Pennsylvania,2014,52,756
Texas,2014,52,1242
Washington,2014,52,47
Arizona,2014,53,424
California,2014,53,1284
Colorado,2014,53,89
Georgia,2014,53,570
Illinois,2014,53,2035
New York,2014,53,418
Pennsylvania,2014,53,625
Texas,2014,53,1684
Washington,2014,53,44
Arizona,2015,1,639
California,2015,1,1865
Colorado,2015,1,134
Georgia,2015,1,762
Illinois,2015,1,1397
New York,2015,1,370
Pennsylvania,2015,1,558
Texas,2015,1,1776
Washington,2015,1,158
Arizona,2015,2,674
California,2015,2,2065
Colorado,2015,2,100
Georgia,2015,2,480
Illinois,2015,2,1120
New York,2015,2,526
Pennsylvania,2015,2,577
Texas,2015,2,2675
Washington,2015,2,202
Arizona,2015,3,763
California,2015,3,2140
Colorado,2015,3,102
Georgia,2015,3,588
Illinois,2015,3,1158
New York,2015,3,635
Pennsylvania,2015,3,893
Texas,2015,3,2984
Washington,2015,3,156
Arizona,2015,4,858
California,2015,4,2452
Colorado,2015,4,118
Georgia,2015,4,551
Illinois,2015,4,1153
New York,2015,4,744
Pennsylvania,2015,4,774
Texas,2015,4,2652
Washington,2015,4,144
Arizona,2015,5,703
California,2015,5,2192
Colorado,2015,5,81
Georgia,2015,5,530
Illinois,2015,5,1030
New York,2015,5,700
Pennsylvania,2015,5,666
Texas,2015,5,2351
Washington,2015,5,111
Arizona,2015,6,528
California,2015,6,1774
Colorado,2015,6,67
Georgia,2015,6,500
Illinois,2015,6,1288
New York,2015,6,666
Pennsylvania,2015,6,477
Texas,2015,6,2104
Washington,2015,6,83
Arizona,2015,7,563
California,2015,7,1396
Colorado,2015,7,70
Georgia,2015,7,675
Illinois,2015,7,1232
New York,2015,7,403
Pennsylvania,2015,7,366
Texas,2015,7,1953
Washington,2015,7,39
Arizona,2015,8,532
California,2015,8,1488
Colorado,2015,8,55
Georgia,2015,8,665
Illinois,2015,8,1285
New York,2015,8,305
Pennsylvania,2015,8,331
Texas,2015,8,1580
Washington,2015,8,54
Arizona,2015,9,457
California,2015,9,1369
Colorado,2015,9,37
Georgia,2015,9,592
Illinois,2015,9,1359
New York,2015,9,278
Pennsylvania,2015,9,333
Texas,2015,9,1751
Washington,2015,9,52
Arizona,2015,10,365
California,2015,10,1472
Colorado,2015,10,43
Georgia,2015,10,422
Illinois,2015,10,1484
New York,2015,10,191
Pennsylvania,2015,10,221
Texas,2015,10,1577
Washington,2015,10,53
Arizona,2015,11,402
California,2015,11,1278
Colorado,2015,11,51
Georgia,2015,11,398
Illinois,2015,11,1562
New York,2015,11,226
Pennsylvania,2015,11,256
Texas,2015,11,1374
Washington,2015,11,37
Arizona,2015,12,336
California,2015,12,1097
Colorado,2015,12,27
Georgia,2015,12,432
Illinois,2015,12,1549
New York,2015,12,237
Pennsylvania,2015,12,261
Texas,2015,12,1362
Washington,2015,12,35
Arizona,2015,13,333
California,2015,13,1050
Colorado,2015,13,30
Georgia,2015,13,367
Illinois,2015,13,1547
New York,2015,13,244
Pennsylvania,2015,13,225
Texas,2015,13,1182
Washington,2015,13,39
Arizona,2015,14,280
California,2015,14,950
Colorado,2015,14,18
Georgia,2015,14,297
Illinois,2015,14,1358
New York,2015,14,199
Pennsylvania,2015,14,224
Texas,2015,14,1024
Washington,2015,14,19
Arizona,2015,15,316
California,2015,15,906
Colorado,2015,15,29
Georgia,2015,15,255
Illinois,2015,15,1142
New York,2015,15,184
Pennsylvania,2015,15,219
Texas,2015,15,1051
Washington,2015,15,33
Arizona,2015,16,250
California,2015,16,858
Colorado,2015,16,19
Georgia,2015,16,129
Illinois,2015,16,922
New York,2015,16,150
Pennsylvania,2015,16,193
Texas,2015,16,654
Washington,2015,16,33
Arizona,2015,17,320
California,2015,17,912
Colorado,2015,17,22
Georgia,2015,17,216
Illinois,2015,17,937
New York,2015,17,155
Pennsylvania,2015,17,207
Texas,2015,17,1000
Washington,2015,17,22
Arizona,2015,18,247
California,2015,18,910
Colorado,2015,18,21
Georgia,2015,18,225
Illinois,2015,18,878
New York,2015,18,185
Pennsylvania,2015,18,177
Texas,2015,18,895
Washington,2015,18,20
Arizona,2015,19,231
California,2015,19,905
Colorado,2015,19,17
Georgia,2015,19,293
Illinois,2015,19,752
New York,2015,19,113
Pennsylvania,2015,19,132
Texas,2015,19,821
Washington,2015,19,28
Arizona,2015,20,203
California,2015,20,768
Colorado,2015,20,8
Georgia,2015,20,332
Illinois,2015,20,742
New York,2015,20,101
Pennsylvania,2015,20,117
Texas,2015,20,838
Washington,2015,20,4
Arizona,2015,21,148
California,2015,21,643
Colorado,2015,21,6
Georgia,2015,21,291
Illinois,2015,21,562
New York,2015,21,93
Pennsylvania,2015,21,131
Texas,2015,21,620
Washington,2015,21,15
Arizona,2015,22,175
California,2015,22,680
Colorado,2015,22,8
Georgia,2015,22,217
Illinois,2015,22,558
New York,2015,22,107
Pennsylvania,2015,22,103
Texas,2015,22,490
Washington,2015,22,22
Arizona,2015,23,184
California,2015,23,576
Colorado,2015,23,9
Georgia,2015,23,185
Illinois,2015,23,521
New York,2015,23,73
Pennsylvania,2015,23,114
Texas,2015,23,546
Washington,2015,23,14
Arizona,2015,24,161
California,2015,24,507
Colorado,2015,24,7
Georgia,2015,24,117
Illinois,2015,24,435
New York,2015,24,26
Pennsylvania,2015,24,88
Texas,2015,24,513
Washington,2015,24,12
Arizona,2015,25,115
California,2015,25,459
Colorado,2015,25,11
Georgia,2015,25,129
Illinois,2015,25,548
New York,2015,25,49
Pennsylvania,2015,25,88
Texas,2015,25,450
Washington,2015,25,10
Arizona,2015,26,119
California,2015,26,393
Colorado,2015,26,8
Georgia,2015,26,136
Illinois,2015,26,448
New York,2015,26,60
Pennsylvania,2015,26,88
Texas,2015,26,414
Washington,2015,26,9
Arizona,2015,27,118
California,2015,27,420
Colorado,2015,27,9
Georgia,2015,27,132
Illinois,2015,27,435
New York,2015,27,71
Pennsylvania,2015,27,112
Texas,2015,27,383
Washington,2015,27,12
Arizona,2015,28,125
California,2015,28,339
Colorado,2015,28,8
Georgia,2015,28,117
Illinois,2015,28,437
New York,2015,28,69
Pennsylvania,2015,28,83
Texas,2015,28,371
Washington,2015,28,10
Arizona,2015,29,114
California,2015,29,293
Colorado,2015,29,13
Georgia,2015,29,114
Illinois,2015,29,415
New York,2015,29,50
Pennsylvania,2015,29,84
Texas,2015,29,388
Washington,2015,29,0
Arizona,2015,30,131
California,2015,30,282
Colorado,2015,30,18
Georgia,2015,30,136
Illinois,2015,30,432
New York,2015,30,71
Pennsylvania,2015,30,68
Texas,2015,30,265
Washington,2015,30,6
Arizona,2015,31,118
California,2015,31,283
Colorado,2015,31,11
Georgia,2015,31,119
Illinois,2015,31,438
New York,2015,31,81
Pennsylvania,2015,31,93
Texas,2015,31,353
Washington,2015,31,4
Arizona,2015,32,109
California,2015,32,351
Colorado,2015,32,10
Georgia,2015,32,183
Illinois,2015,32,412
New York,2015,32,80
Pennsylvania,2015,32,65
Texas,2015,32,355
Washington,2015,32,5
Arizona,2015,33,193
California,2015,33,350
Colorado,2015,33,14
Georgia,2015,33,248
Illinois,2015,33,384
New York,2015,33,52
Pennsylvania,2015,33,84
Texas,2015,33,542
Washington,2015,33,7
Arizona,2015,34,190
California,2015,34,431
Colorado,2015,34,22
Georgia,2015,34,302
Illinois,2015,34,450
New York,2015,34,88
Pennsylvania,2015,34,88
Texas,2015,34,402
Washington,2015,34,6
Arizona,2015,35,158
California,2015,35,419
Colorado,2015,35,14
Georgia,2015,35,321
Illinois,2015,35,428
New York,2015,35,50
Pennsylvania,2015,35,119
Texas,2015,35,531
Washington,2015,35,10
Arizona,2015,36,133
California,2015,36,218
Colorado,2015,36,10
Georgia,2015,36,371
Illinois,2015,36,500
New York,2015,36,41
Pennsylvania,2015,36,110
Texas,2015,36,578
Washington,2015,36,5
Arizona,2015,37,202
California,2015,37,471
Colorado,2015,37,15
Georgia,2015,37,334
Illinois,2015,37,643
New York,2015,37,84
Pennsylvania,2015,37,157
Texas,2015,37,641
Washington,2015,37,15
Arizona,2015,38,225
California,2015,38,463
Colorado,2015,38,21
Georgia,2015,38,357
Illinois,2015,38,609
New York,2015,38,71
Pennsylvania,2015,38,143
Texas,2015,38,710
Washington,2015,38,14
Arizona,2015,39,169
California,2015,39,348
Colorado,2015,39,13
Georgia,2015,39,431
Illinois,2015,39,542
New York,2015,39,23
Pennsylvania,2015,39,112
Texas,2015,39,775
Washington,2015,39,30
Arizona,2015,40,290
California,2015,40,558
Colorado,2015,40,17
Georgia,2015,40,385
Illinois,2015,40,833
New York,2015,40,70
Pennsylvania,2015,40,203
Texas,2015,40,1016
Washington,2015,40,32
Arizona,2015,41,360
California,2015,41,653
Colorado,2015,41,23
Georgia,2015,41,360
Illinois,2015,41,908
New York,2015,41,62
Pennsylvania,2015,41,228
Texas,2015,41,1084
Washington,2015,41,40
Arizona,2015,42,396
California,2015,42,677
Colorado,2015,42,19
Georgia,2015,42,318
Illinois,2015,42,806
New York,2015,42,115
Pennsylvania,2015,42,230
Texas,2015,42,1162
Washington,2015,42,21
Arizona,2015,43,404
California,2015,43,715
Colorado,2015,43,18
Georgia,2015,43,257
Illinois,2015,43,842
New York,2015,43,107
Pennsylvania,2015,43,222
Texas,2015,43,1152
Washington,2015,43,55
Arizona,2015,44,415
California,2015,44,800
